"Date","waterLevel","watershed","DDate","week","wday","year"
2015-08-03,0.505583333333333,"Karurumo(C)",2015-08-03,32,1,2015
2015-08-04,0.506833333333333,"Karurumo(C)",2015-08-04,32,2,2015
2015-08-05,0.498916666666667,"Karurumo(C)",2015-08-05,32,3,2015
2015-08-06,0.492645833333333,"Karurumo(C)",2015-08-06,32,4,2015
2015-08-07,0.498895833333333,"Karurumo(C)",2015-08-07,32,5,2015
2015-08-08,0.508083333333333,"Karurumo(C)",2015-08-08,32,6,2015
2015-08-09,0.502354166666667,"Karurumo(C)",2015-08-09,32,0,2015
2015-08-10,0.480854166666667,"Karurumo(C)",2015-08-10,33,1,2015
2015-08-11,0.491083333333333,"Karurumo(C)",2015-08-11,33,2,2015
2015-08-12,0.518583333333333,"Karurumo(C)",2015-08-12,33,3,2015
2015-08-13,0.554229166666667,"Karurumo(C)",2015-08-13,33,4,2015
2015-08-14,0.547416666666667,"Karurumo(C)",2015-08-14,33,5,2015
2015-08-15,0.550375,"Karurumo(C)",2015-08-15,33,6,2015
2015-08-16,0.5506875,"Karurumo(C)",2015-08-16,33,0,2015
2015-08-17,0.534145833333333,"Karurumo(C)",2015-08-17,34,1,2015
2015-08-18,0.5189375,"Karurumo(C)",2015-08-18,34,2,2015
2015-08-19,0.498041666666667,"Karurumo(C)",2015-08-19,34,3,2015
2015-08-20,0.487104166666667,"Karurumo(C)",2015-08-20,34,4,2015
2015-08-21,0.527916666666667,"Karurumo(C)",2015-08-21,34,5,2015
2015-08-22,0.537354166666667,"Karurumo(C)",2015-08-22,34,6,2015
2015-08-23,0.505395833333333,"Karurumo(C)",2015-08-23,34,0,2015
2015-08-24,0.4973125,"Karurumo(C)",2015-08-24,35,1,2015
2015-08-25,0.492375,"Karurumo(C)",2015-08-25,35,2,2015
2015-08-26,0.484958333333333,"Karurumo(C)",2015-08-26,35,3,2015
2015-08-27,0.483375,"Karurumo(C)",2015-08-27,35,4,2015
2015-08-28,0.4769375,"Karurumo(C)",2015-08-28,35,5,2015
2015-08-29,0.5055625,"Karurumo(C)",2015-08-29,35,6,2015
2015-08-30,0.520625,"Karurumo(C)",2015-08-30,35,0,2015
2015-08-31,0.524125,"Karurumo(C)",2015-08-31,36,1,2015
2015-09-01,0.523229166666667,"Karurumo(C)",2015-09-01,36,2,2015
2015-09-02,0.52325,"Karurumo(C)",2015-09-02,36,3,2015
2015-09-03,0.511395833333333,"Karurumo(C)",2015-09-03,36,4,2015
2015-09-04,0.526416666666667,"Karurumo(C)",2015-09-04,36,5,2015
2015-09-05,0.5385,"Karurumo(C)",2015-09-05,36,6,2015
2015-09-06,0.5369375,"Karurumo(C)",2015-09-06,36,0,2015
2015-09-07,0.524875,"Karurumo(C)",2015-09-07,37,1,2015
2015-09-08,0.506708333333333,"Karurumo(C)",2015-09-08,37,2,2015
2015-09-09,0.500958333333333,"Karurumo(C)",2015-09-09,37,3,2015
2015-09-10,0.505854166666667,"Karurumo(C)",2015-09-10,37,4,2015
2015-09-11,0.506583333333333,"Karurumo(C)",2015-09-11,37,5,2015
2015-09-12,0.502979166666667,"Karurumo(C)",2015-09-12,37,6,2015
2015-09-13,0.510229166666667,"Karurumo(C)",2015-09-13,37,0,2015
2015-09-14,0.502625,"Karurumo(C)",2015-09-14,38,1,2015
2015-09-15,0.495833333333333,"Karurumo(C)",2015-09-15,38,2,2015
2015-09-16,0.494729166666667,"Karurumo(C)",2015-09-16,38,3,2015
2015-09-17,0.480333333333333,"Karurumo(C)",2015-09-17,38,4,2015
2015-09-18,0.488333333333333,"Karurumo(C)",2015-09-18,38,5,2015
2015-09-19,0.488,"Karurumo(C)",2015-09-19,38,6,2015
2015-09-20,0.495791666666667,"Karurumo(C)",2015-09-20,38,0,2015
2015-09-21,0.484583333333333,"Karurumo(C)",2015-09-21,39,1,2015
2015-09-22,0.479104166666667,"Karurumo(C)",2015-09-22,39,2,2015
2015-09-23,0.4954375,"Karurumo(C)",2015-09-23,39,3,2015
2015-09-24,0.492020833333333,"Karurumo(C)",2015-09-24,39,4,2015
2015-09-25,0.475354166666667,"Karurumo(C)",2015-09-25,39,5,2015
2015-09-26,0.467854166666667,"Karurumo(C)",2015-09-26,39,6,2015
2015-09-27,0.478520833333333,"Karurumo(C)",2015-09-27,39,0,2015
2015-09-28,0.4700625,"Karurumo(C)",2015-09-28,40,1,2015
2015-09-29,0.455,"Karurumo(C)",2015-09-29,40,2,2015
2015-09-30,0.433895833333333,"Karurumo(C)",2015-09-30,40,3,2015
2015-10-01,0.433375,"Karurumo(C)",2015-10-01,40,4,2015
2015-10-02,0.454770833333333,"Karurumo(C)",2015-10-02,40,5,2015
2015-10-03,0.498229166666667,"Karurumo(C)",2015-10-03,40,6,2015
2015-10-04,0.549416666666667,"Karurumo(C)",2015-10-04,40,0,2015
2015-10-05,0.529020833333333,"Karurumo(C)",2015-10-05,41,1,2015
2015-10-06,0.504166666666667,"Karurumo(C)",2015-10-06,41,2,2015
2015-10-07,0.51075,"Karurumo(C)",2015-10-07,41,3,2015
2015-10-08,0.511895833333333,"Karurumo(C)",2015-10-08,41,4,2015
2015-10-09,0.518666666666667,"Karurumo(C)",2015-10-09,41,5,2015
2015-10-10,0.5063125,"Karurumo(C)",2015-10-10,41,6,2015
2015-10-11,0.512916666666667,"Karurumo(C)",2015-10-11,41,0,2015
2015-10-12,0.516645833333333,"Karurumo(C)",2015-10-12,42,1,2015
2015-10-13,0.524020833333333,"Karurumo(C)",2015-10-13,42,2,2015
2015-10-14,0.505229166666667,"Karurumo(C)",2015-10-14,42,3,2015
2015-10-15,0.494145833333333,"Karurumo(C)",2015-10-15,42,4,2015
2015-10-16,0.495833333333333,"Karurumo(C)",2015-10-16,42,5,2015
2015-10-17,0.513895833333333,"Karurumo(C)",2015-10-17,42,6,2015
2015-10-18,0.5624375,"Karurumo(C)",2015-10-18,42,0,2015
2015-10-19,0.497666666666667,"Karurumo(C)",2015-10-19,43,1,2015
2015-10-20,0.453625,"Karurumo(C)",2015-10-20,43,2,2015
2015-10-21,0.4329375,"Karurumo(C)",2015-10-21,43,3,2015
2015-10-22,0.428583333333333,"Karurumo(C)",2015-10-22,43,4,2015
2015-10-23,0.4743125,"Karurumo(C)",2015-10-23,43,5,2015
2015-10-24,0.4850625,"Karurumo(C)",2015-10-24,43,6,2015
2015-10-25,0.455854166666667,"Karurumo(C)",2015-10-25,43,0,2015
2015-10-26,0.440645833333333,"Karurumo(C)",2015-10-26,44,1,2015
2015-10-27,0.413875,"Karurumo(C)",2015-10-27,44,2,2015
2015-10-28,0.358270833333333,"Karurumo(C)",2015-10-28,44,3,2015
2015-10-29,0.3855,"Karurumo(C)",2015-10-29,44,4,2015
2015-10-30,0.371145833333333,"Karurumo(C)",2015-10-30,44,5,2015
2015-10-31,0.401666666666667,"Karurumo(C)",2015-10-31,44,6,2015
2015-11-01,0.377645833333333,"Karurumo(C)",2015-11-01,44,0,2015
2015-11-02,0.362854166666667,"Karurumo(C)",2015-11-02,45,1,2015
2015-11-03,0.362041666666667,"Karurumo(C)",2015-11-03,45,2,2015
2015-11-04,0.368958333333333,"Karurumo(C)",2015-11-04,45,3,2015
2015-11-05,0.4745,"Karurumo(C)",2015-11-05,45,4,2015
2015-11-06,0.432479166666667,"Karurumo(C)",2015-11-06,45,5,2015
2015-11-07,0.39675,"Karurumo(C)",2015-11-07,45,6,2015
2015-11-08,0.395270833333333,"Karurumo(C)",2015-11-08,45,0,2015
2015-11-09,0.397291666666667,"Karurumo(C)",2015-11-09,46,1,2015
2015-11-10,0.648354166666667,"Karurumo(C)",2015-11-10,46,2,2015
2015-11-11,0.921125,"Karurumo(C)",2015-11-11,46,3,2015
2015-11-12,0.587625,"Karurumo(C)",2015-11-12,46,4,2015
2015-11-13,0.4979375,"Karurumo(C)",2015-11-13,46,5,2015
2015-11-14,0.487708333333333,"Karurumo(C)",2015-11-14,46,6,2015
2015-11-15,0.447708333333333,"Karurumo(C)",2015-11-15,46,0,2015
2015-11-16,0.496208333333333,"Karurumo(C)",2015-11-16,47,1,2015
2015-11-17,0.463583333333333,"Karurumo(C)",2015-11-17,47,2,2015
2015-11-18,0.456229166666667,"Karurumo(C)",2015-11-18,47,3,2015
2015-11-19,0.457125,"Karurumo(C)",2015-11-19,47,4,2015
2015-11-20,0.440895833333333,"Karurumo(C)",2015-11-20,47,5,2015
2015-11-21,0.432104166666667,"Karurumo(C)",2015-11-21,47,6,2015
2015-11-22,0.435020833333333,"Karurumo(C)",2015-11-22,47,0,2015
2015-11-23,0.433083333333333,"Karurumo(C)",2015-11-23,48,1,2015
2015-11-24,0.420875,"Karurumo(C)",2015-11-24,48,2,2015
2015-11-25,0.409875,"Karurumo(C)",2015-11-25,48,3,2015
2015-11-26,0.45425,"Karurumo(C)",2015-11-26,48,4,2015
2015-11-27,0.4450625,"Karurumo(C)",2015-11-27,48,5,2015
2015-11-28,0.451916666666667,"Karurumo(C)",2015-11-28,48,6,2015
2015-11-29,0.485104166666667,"Karurumo(C)",2015-11-29,48,0,2015
2015-11-30,0.611479166666667,"Karurumo(C)",2015-11-30,49,1,2015
2015-12-01,0.534520833333333,"Karurumo(C)",2015-12-01,49,2,2015
2015-12-02,0.5450625,"Karurumo(C)",2015-12-02,49,3,2015
2015-12-03,0.523666666666667,"Karurumo(C)",2015-12-03,49,4,2015
2015-12-04,0.517604166666667,"Karurumo(C)",2015-12-04,49,5,2015
2015-12-05,0.475333333333333,"Karurumo(C)",2015-12-05,49,6,2015
2015-12-06,0.4688125,"Karurumo(C)",2015-12-06,49,0,2015
2015-12-07,0.465520833333333,"Karurumo(C)",2015-12-07,50,1,2015
2015-12-08,0.463083333333333,"Karurumo(C)",2015-12-08,50,2,2015
2015-12-09,0.467354166666667,"Karurumo(C)",2015-12-09,50,3,2015
2015-12-10,0.467333333333333,"Karurumo(C)",2015-12-10,50,4,2015
2015-12-11,0.461666666666667,"Karurumo(C)",2015-12-11,50,5,2015
2015-12-12,0.448208333333333,"Karurumo(C)",2015-12-12,50,6,2015
2015-12-13,0.4795,"Karurumo(C)",2015-12-13,50,0,2015
2015-12-14,0.555604166666667,"Karurumo(C)",2015-12-14,51,1,2015
2015-12-15,0.559145833333333,"Karurumo(C)",2015-12-15,51,2,2015
2015-12-16,0.594791666666667,"Karurumo(C)",2015-12-16,51,3,2015
2015-12-17,0.56575,"Karurumo(C)",2015-12-17,51,4,2015
2015-12-18,0.589479166666667,"Karurumo(C)",2015-12-18,51,5,2015
2015-12-19,0.583583333333333,"Karurumo(C)",2015-12-19,51,6,2015
2015-12-20,0.578041666666667,"Karurumo(C)",2015-12-20,51,0,2015
2015-12-21,0.591666666666667,"Karurumo(C)",2015-12-21,52,1,2015
2015-12-22,0.5713125,"Karurumo(C)",2015-12-22,52,2,2015
2015-12-23,0.573020833333333,"Karurumo(C)",2015-12-23,52,3,2015
2015-12-24,0.568041666666667,"Karurumo(C)",2015-12-24,52,4,2015
2015-12-25,0.575270833333333,"Karurumo(C)",2015-12-25,52,5,2015
2015-12-26,0.557416666666667,"Karurumo(C)",2015-12-26,52,6,2015
2015-12-27,0.595729166666667,"Karurumo(C)",2015-12-27,52,0,2015
2015-12-28,0.578604166666667,"Karurumo(C)",2015-12-28,53,1,2015
2015-12-29,0.5683125,"Karurumo(C)",2015-12-29,53,2,2015
2015-12-30,0.551208333333333,"Karurumo(C)",2015-12-30,53,3,2015
2015-12-31,0.541895833333333,"Karurumo(C)",2015-12-31,53,4,2015
2016-01-01,0.551645833333333,"Karurumo(C)",2016-01-01,53,5,2016
2016-01-02,0.555,"Karurumo(C)",2016-01-02,53,6,2016
2016-01-03,0.543104166666667,"Karurumo(C)",2016-01-03,53,0,2016
2016-01-04,0.610125,"Karurumo(C)",2016-01-04,1,1,2016
2016-01-05,0.591854166666667,"Karurumo(C)",2016-01-05,1,2,2016
2016-01-06,0.5614375,"Karurumo(C)",2016-01-06,1,3,2016
2016-01-07,0.559020833333333,"Karurumo(C)",2016-01-07,1,4,2016
2016-01-08,0.5590625,"Karurumo(C)",2016-01-08,1,5,2016
2016-01-09,0.5398125,"Karurumo(C)",2016-01-09,1,6,2016
2016-01-10,0.540541666666667,"Karurumo(C)",2016-01-10,1,0,2016
2016-01-11,0.5495,"Karurumo(C)",2016-01-11,2,1,2016
2016-01-12,0.542979166666667,"Karurumo(C)",2016-01-12,2,2,2016
2016-01-13,0.529208333333333,"Karurumo(C)",2016-01-13,2,3,2016
2016-01-14,0.526395833333333,"Karurumo(C)",2016-01-14,2,4,2016
2016-01-15,0.527979166666667,"Karurumo(C)",2016-01-15,2,5,2016
2016-01-16,0.534458333333333,"Karurumo(C)",2016-01-16,2,6,2016
2016-01-17,0.540125,"Karurumo(C)",2016-01-17,2,0,2016
2016-01-18,0.741145833333333,"Karurumo(C)",2016-01-18,3,1,2016
2016-01-19,0.647375,"Karurumo(C)",2016-01-19,3,2,2016
2016-01-20,0.6124375,"Karurumo(C)",2016-01-20,3,3,2016
2016-01-21,0.600395833333333,"Karurumo(C)",2016-01-21,3,4,2016
2016-01-22,0.576895833333333,"Karurumo(C)",2016-01-22,3,5,2016
2016-01-23,0.5693125,"Karurumo(C)",2016-01-23,3,6,2016
2016-01-24,0.578625,"Karurumo(C)",2016-01-24,3,0,2016
2016-01-25,0.572104166666667,"Karurumo(C)",2016-01-25,4,1,2016
2016-01-26,0.5618125,"Karurumo(C)",2016-01-26,4,2,2016
2016-01-27,0.552583333333333,"Karurumo(C)",2016-01-27,4,3,2016
2016-01-28,0.549729166666667,"Karurumo(C)",2016-01-28,4,4,2016
2016-01-29,0.55575,"Karurumo(C)",2016-01-29,4,5,2016
2016-01-30,0.553354166666667,"Karurumo(C)",2016-01-30,4,6,2016
2016-01-31,0.549354166666667,"Karurumo(C)",2016-01-31,4,0,2016
2016-02-01,0.539666666666667,"Karurumo(C)",2016-02-01,5,1,2016
2016-02-02,0.546,"Karurumo(C)",2016-02-02,5,2,2016
2016-02-03,0.553645833333333,"Karurumo(C)",2016-02-03,5,3,2016
2016-02-04,0.542958333333333,"Karurumo(C)",2016-02-04,5,4,2016
2016-02-05,0.539729166666667,"Karurumo(C)",2016-02-05,5,5,2016
2016-02-06,0.5346875,"Karurumo(C)",2016-02-06,5,6,2016
2016-02-07,0.533708333333333,"Karurumo(C)",2016-02-07,5,0,2016
2016-02-08,0.5309375,"Karurumo(C)",2016-02-08,6,1,2016
2016-02-09,0.5503125,"Karurumo(C)",2016-02-09,6,2,2016
2016-02-10,0.538854166666667,"Karurumo(C)",2016-02-10,6,3,2016
2016-02-11,0.5356875,"Karurumo(C)",2016-02-11,6,4,2016
2016-02-12,0.527458333333333,"Karurumo(C)",2016-02-12,6,5,2016
2016-02-13,0.52025,"Karurumo(C)",2016-02-13,6,6,2016
2016-02-14,0.523208333333333,"Karurumo(C)",2016-02-14,6,0,2016
2016-02-15,0.529541666666667,"Karurumo(C)",2016-02-15,7,1,2016
2016-02-16,0.532791666666667,"Karurumo(C)",2016-02-16,7,2,2016
2016-02-17,0.518645833333333,"Karurumo(C)",2016-02-17,7,3,2016
2016-02-18,0.503854166666667,"Karurumo(C)",2016-02-18,7,4,2016
2016-02-19,0.508625,"Karurumo(C)",2016-02-19,7,5,2016
2016-02-20,0.520104166666667,"Karurumo(C)",2016-02-20,7,6,2016
2016-02-21,0.521333333333333,"Karurumo(C)",2016-02-21,7,0,2016
2016-02-22,0.510416666666667,"Karurumo(C)",2016-02-22,8,1,2016
2016-02-23,0.514875,"Karurumo(C)",2016-02-23,8,2,2016
2016-02-24,0.5091875,"Karurumo(C)",2016-02-24,8,3,2016
2016-02-25,0.507229166666667,"Karurumo(C)",2016-02-25,8,4,2016
2016-02-26,0.505854166666667,"Karurumo(C)",2016-02-26,8,5,2016
2016-02-27,0.514166666666667,"Karurumo(C)",2016-02-27,8,6,2016
2016-02-28,0.524541666666667,"Karurumo(C)",2016-02-28,8,0,2016
2016-02-29,0.535875,"Karurumo(C)",2016-02-29,9,1,2016
2016-03-01,0.527,"Karurumo(C)",2016-03-01,9,2,2016
2016-03-02,0.515854166666667,"Karurumo(C)",2016-03-02,9,3,2016
2016-03-03,0.512791666666667,"Karurumo(C)",2016-03-03,9,4,2016
2016-03-04,0.5174375,"Karurumo(C)",2016-03-04,9,5,2016
2016-03-05,0.516,"Karurumo(C)",2016-03-05,9,6,2016
2016-03-06,0.5009375,"Karurumo(C)",2016-03-06,9,0,2016
2016-03-07,0.497458333333333,"Karurumo(C)",2016-03-07,10,1,2016
2016-03-08,0.535583333333333,"Karurumo(C)",2016-03-08,10,2,2016
2016-03-09,0.518041666666667,"Karurumo(C)",2016-03-09,10,3,2016
2016-03-10,0.564625,"Karurumo(C)",2016-03-10,10,4,2016
2016-03-11,0.5228125,"Karurumo(C)",2016-03-11,10,5,2016
2016-03-12,0.526666666666667,"Karurumo(C)",2016-03-12,10,6,2016
2016-03-13,0.517708333333333,"Karurumo(C)",2016-03-13,10,0,2016
2016-03-14,0.534416666666667,"Karurumo(C)",2016-03-14,11,1,2016
2016-03-15,0.551520833333333,"Karurumo(C)",2016-03-15,11,2,2016
2016-03-16,0.548020833333333,"Karurumo(C)",2016-03-16,11,3,2016
2016-03-17,0.547354166666667,"Karurumo(C)",2016-03-17,11,4,2016
2016-03-18,0.545083333333333,"Karurumo(C)",2016-03-18,11,5,2016
2016-03-19,0.534395833333333,"Karurumo(C)",2016-03-19,11,6,2016
2016-03-20,0.531145833333333,"Karurumo(C)",2016-03-20,11,0,2016
2016-03-21,0.533125,"Karurumo(C)",2016-03-21,12,1,2016
2016-03-22,0.522625,"Karurumo(C)",2016-03-22,12,2,2016
2016-03-23,0.513541666666667,"Karurumo(C)",2016-03-23,12,3,2016
2016-03-24,0.521666666666667,"Karurumo(C)",2016-03-24,12,4,2016
2016-03-25,0.539270833333333,"Karurumo(C)",2016-03-25,12,5,2016
